user_id,item_id,category,price,time_spent,clicked
26,38,sports,425,41,0
26,49,fashion,357,62,1
26,19,fashion,120,7,0
26,10,fashion,323,22,0
26,25,sports,12,41,0
26,41,fashion,468,82,1
26,11,sports,21,13,0
26,24,tech,252,19,0
26,45,tech,401,93,1
26,31,sports,309,82,1
26,5,fashion,220,22,0
26,36,tech,68,3,0
26,27,fashion,252,35,0
26,28,fashion,456,79,1
27,32,sports,341,49,0
27,29,tech,168,58,1
27,23,tech,13,92,1
27,43,fashion,29,60,1
27,23,fashion,186,51,1
27,31,tech,429,98,1
27,35,fashion,344,34,0
27,35,fashion,304,42,0
27,11,sports,246,18,0
27,39,tech,408,97,1
27,34,fashion,17,94,1
27,22,fashion,437,14,0
27,13,fashion,384,37,0
27,4,fashion,50,62,1
27,46,fashion,240,89,1
27,19,fashion,240,70,1
27,16,sports,354,28,0
27,1,sports,238,5,0
27,0,tech,416,47,0
27,30,sports,19,67,1
28,13,fashion,102,10,0
28,11,fashion,370,1,0
28,4,sports,469,1,0
28,19,tech,116,37,0
28,46,tech,213,37,0
28,48,tech,129,44,0
28,27,sports,216,6,0
28,43,sports,454,20,0
28,49,fashion,139,73,1
28,36,fashion,294,1,0
28,34,fashion,494,59,1
28,4,tech,188,78,1
28,11,fashion,285,53,1
28,49,sports,308,98,1
28,24,fashion,294,57,1
28,38,sports,193,43,0
28,49,sports,437,38,0
28,19,sports,393,45,0
28,15,fashion,243,8,0
28,49,tech,138,8,0
29,28,fashion,14,86,1
29,46,fashion,202,55,1
29,25,sports,467,30,0
29,49,fashion,154,26,0
29,7,sports,241,76,1
29,26,tech,311,68,1
29,32,tech,156,31,0
29,15,fashion,62,48,0
29,4,tech,99,62,1
29,27,fashion,201,70,1
29,8,tech,178,89,1
29,47,tech,82,77,1
29,30,tech,468,68,1
29,33,tech,111,4,0
29,37,sports,463,98,1
29,17,tech,498,23,0
29,18,tech,340,1,0
29,23,fashion,319,71,1
29,24,tech,152,65,1
29,11,fashion,208,15,0
30,20,sports,325,93,1
30,24,tech,314,96,1
30,48,sports,437,90,1
30,10,sports,465,78,1
30,9,fashion,439,9,0
30,2,tech,291,72,1
30,47,fashion,463,28,0
30,28,fashion,162,12,0
30,4,fashion,313,37,0
30,14,sports,52,48,0
30,22,fashion,311,43,0
30,44,tech,416,80,1
30,46,tech,133,15,0
30,24,sports,60,15,0
30,3,tech,150,86,1
30,18,fashion,343,68,1
30,47,tech,61,27,0
30,28,sports,165,35,0
30,7,fashion,429,30,0
30,17,fashion,442,77,1
31,3,fashion,354,94,1
31,10,sports,360,74,1
31,38,tech,168,71,1
31,48,fashion,454,42,0
31,35,fashion,272,54,1
31,0,tech,371,47,0
31,12,sports,415,21,0
31,21,tech,35,9,0
31,14,fashion,481,42,0
31,7,tech,163,91,1
31,36,fashion,161,19,0
31,35,sports,211,89,1
31,17,sports,173,74,1
31,32,sports,251,69,1
31,46,tech,492,98,1
31,32,sports,158,81,1
31,21,tech,152,35,0
31,27,sports,169,11,0
31,9,tech,87,77,1
31,24,fashion,329,35,0
32,6,tech,155,67,1
32,41,fashion,134,39,0
32,40,tech,468,24,0
32,45,sports,77,90,1
32,37,fashion,297,39,0
32,44,fashion,45,97,1
32,35,sports,82,8,0
32,32,sports,79,41,0
32,38,tech,58,60,1
32,1,tech,437,27,0
32,31,tech,273,72,1
32,49,sports,309,58,1
32,2,fashion,335,2,0
32,22,fashion,111,81,1
32,34,fashion,480,30,0
32,7,fashion,309,58,1
32,35,tech,342,93,1
32,30,sports,320,80,1
32,41,fashion,167,55,1
32,15,tech,409,12,0
33,7,sports,153,30,0
33,44,sports,357,5,0
33,19,tech,130,30,0
33,20,fashion,415,82,1
33,7,sports,297,33,0
33,15,fashion,235,14,0
33,35,tech,160,66,1
33,40,tech,267,91,1
33,8,tech,340,67,1
33,22,fashion,205,82,1
33,5,sports,415,43,0
33,14,fashion,325,12,0
33,46,tech,51,38,0
33,17,tech,300,30,0
33,23,fashion,167,78,1
33,5,sports,345,7,0
33,13,tech,408,21,0
33,34,fashion,356,2,0
33,34,fashion,215,20,0
33,17,fashion,34,66,1
34,24,tech,319,33,0
34,35,sports,279,65,1
34,45,fashion,247,52,1
34,2,sports,434,6,0
34,24,tech,126,98,1
34,7,tech,491,68,1
34,24,sports,77,45,0
34,11,tech,40,78,1
34,19,fashion,486,60,1
34,5,tech,52,2,0
34,22,sports,296,5,0
34,18,fashion,275,89,1
34,1,fashion,276,50,0
34,30,sports,466,87,1
34,18,tech,108,21,0
34,8,fashion,380,7,0
34,15,tech,269,4,0
34,38,tech,110,52,1
34,28,fashion,240,50,0
34,36,sports,71,99,1
35,6,sports,101,86,1
35,13,sports,238,86,1
35,4,fashion,192,2,0
35,26,tech,255,79,1
35,20,fashion,480,58,1
35,38,tech,74,13,0
35,20,fashion,251,85,1
35,17,tech,182,32,0
35,35,tech,492,60,1
35,10,sports,414,52,1
35,25,fashion,205,34,0
35,47,fashion,241,99,1
35,40,tech,445,29,0
35,37,fashion,30,42,0
35,12,tech,114,64,1
35,16,tech,434,1,0
35,1,tech,106,10,0
35,49,fashion,453,21,0
35,27,sports,256,34,0
35,7,sports,223,72,1
36,48,sports,410,60,1
36,22,tech,476,69,1
36,31,tech,96,8,0
36,12,tech,96,43,0
36,0,tech,444,24,0
36,34,tech,142,20,0
36,20,fashion,424,11,0
36,14,sports,400,28,0
36,42,fashion,270,5,0
36,29,fashion,361,8,0
36,9,fashion,120,96,1
36,47,tech,232,8,0
36,39,tech,338,66,1
36,14,fashion,460,49,0
36,35,fashion,333,78,1
36,40,tech,226,62,1
36,49,fashion,158,36,0
36,11,sports,497,2,0
36,12,tech,169,95,1
36,15,fashion,20,10,0
37,14,tech,433,18,0
37,8,tech,497,59,1
37,13,fashion,482,22,0
37,29,tech,181,32,0
37,45,tech,385,21,0
37,34,fashion,41,94,1
37,38,tech,277,47,0
37,17,tech,406,21,0
37,7,fashion,369,7,0
37,22,sports,265,86,1
37,21,sports,354,22,0
37,27,tech,278,82,1
37,1,tech,222,79,1
37,26,fashion,104,79,1
37,22,tech,287,43,0
37,36,tech,362,56,1
37,2,sports,127,19,0
37,22,tech,39,39,0
37,43,sports,290,8,0
37,41,fashion,153,72,1
38,0,tech,12,65,1
38,3,sports,233,64,1
38,41,fashion,482,10,0
38,20,fashion,240,91,1
38,26,fashion,434,13,0
38,8,fashion,243,90,1
38,11,tech,471,14,0
38,33,tech,386,20,0
38,10,sports,232,70,1
38,18,tech,195,4,0
38,46,tech,141,20,0
38,9,fashion,236,26,0
38,36,fashion,478,54,1
38,39,sports,414,74,1
38,37,fashion,269,60,1
38,44,tech,128,71,1
38,3,tech,23,3,0
38,23,tech,345,58,1
38,3,fashion,33,34,0
38,29,fashion,412,31,0
39,18,tech,328,83,1
39,21,tech,85,30,0
39,37,tech,424,64,1
39,18,tech,237,94,1
39,48,sports,490,18,0
39,48,sports,485,47,0
39,10,tech,127,45,0
39,32,tech,207,4,0
39,19,sports,484,15,0
39,5,sports,87,75,1
39,38,tech,99,16,0
39,4,tech,70,10,0
39,49,sports,470,94,1
39,44,fashion,346,51,1
39,18,fashion,44,46,0
39,25,sports,78,93,1
39,36,tech,414,74,1
39,4,fashion,99,4,0
39,38,sports,428,1,0
39,23,tech,109,70,1
40,40,fashion,183,60,1
40,43,tech,40,84,1
40,23,tech,45,85,1
40,29,fashion,423,86,1
40,27,sports,172,55,1
40,27,fashion,129,10,0
40,15,fashion,488,89,1
40,12,fashion,53,73,1
40,44,sports,93,82,1
40,42,tech,30,68,1
40,49,tech,484,7,0
40,5,sports,408,82,1
40,31,sports,157,88,1
40,14,sports,414,42,0
40,25,fashion,322,37,0
40,20,fashion,78,3,0
40,22,fashion,430,88,1
40,48,sports,380,89,1
40,20,tech,454,41,0
40,32,fashion,126,68,1
41,41,tech,336,86,1
41,32,tech,161,61,1
41,33,fashion,52,41,0
41,38,fashion,186,17,0
41,33,fashion,207,98,1
41,0,fashion,350,5,0
41,1,fashion,121,57,1
41,1,fashion,107,16,0
41,47,sports,134,39,0
41,21,sports,433,38,0
41,9,sports,201,63,1
41,48,sports,286,20,0
41,25,sports,77,86,1
41,14,tech,88,86,1
41,27,fashion,420,40,0
41,27,fashion,378,63,1
41,1,tech,257,3,0
41,7,tech,51,99,1
41,5,sports,445,23,0
41,24,sports,187,43,0
42,18,tech,316,11,0
42,11,fashion,17,24,0
42,27,tech,173,85,1
42,7,sports,402,47,0
42,14,fashion,113,82,1
42,41,fashion,277,2,0
42,6,sports,374,3,0
42,26,fashion,372,40,0
42,37,tech,229,1,0
42,7,tech,425,48,0
42,42,tech,269,94,1
42,5,fashion,255,19,0
42,31,tech,21,11,0
42,45,sports,25,1,0
42,44,sports,30,30,0
42,12,fashion,269,28,0
42,37,fashion,232,59,1
42,26,tech,34,3,0
42,32,tech,413,34,0
42,25,fashion,142,99,1
43,27,tech,274,50,0
43,5,sports,69,44,0
43,10,fashion,440,73,1
43,20,fashion,479,3,0
43,11,fashion,483,21,0
43,27,fashion,199,33,0
43,20,sports,189,34,0
43,40,sports,440,82,1
43,10,tech,288,48,0
43,21,tech,334,11,0
43,29,sports,356,35,0
43,32,tech,281,34,0
43,1,sports,433,28,0
43,46,sports,463,73,1
43,19,tech,465,87,1
43,2,fashion,418,47,0
43,37,sports,200,21,0
43,34,tech,126,53,1
43,45,fashion,493,76,1
43,16,sports,402,99,1
44,12,sports,219,97,1
44,5,sports,228,23,0
44,26,fashion,385,46,0
44,37,fashion,109,72,1
44,34,sports,39,78,1
44,19,tech,290,40,0
44,23,fashion,163,87,1
44,21,tech,92,51,1
44,2,fashion,284,73,1
44,27,tech,336,78,1
44,8,sports,133,19,0
44,46,fashion,129,38,0
44,35,tech,295,9,0
44,32,tech,151,75,1
44,34,tech,452,78,1
44,29,tech,205,68,1
44,27,fashion,370,86,1
44,40,sports,264,55,1
44,15,tech,71,48,0
44,29,sports,276,64,1
45,45,fashion,478,21,0
45,4,tech,460,44,0
45,32,tech,210,61,1
45,8,sports,474,98,1
45,23,tech,17,45,0
45,22,sports,433,76,1
45,11,fashion,56,15,0
45,40,sports,35,52,1
45,28,fashion,241,21,0
45,37,tech,166,51,1
45,3,sports,464,92,1
45,27,fashion,85,45,0
45,2,fashion,203,88,1
45,33,sports,448,1,0
45,7,sports,431,6,0
45,21,tech,219,17,0
45,11,fashion,227,27,0
45,7,sports,389,65,1
45,28,tech,250,99,1
45,39,fashion,300,48,0
46,44,tech,150,61,1
46,37,tech,311,62,1
46,7,sports,413,97,1
46,25,sports,350,49,0
46,41,sports,319,9,0
46,23,tech,314,41,0
46,16,tech,316,59,1
46,38,sports,50,39,0
46,12,sports,156,11,0
46,12,sports,55,45,0
46,0,sports,341,72,1
46,7,tech,118,12,0
46,47,tech,310,90,1
46,38,fashion,462,8,0
46,24,sports,183,87,1
46,29,tech,440,87,1
46,48,sports,349,82,1
46,17,fashion,333,94,1
46,32,sports,429,82,1
46,36,sports,248,28,0
47,39,tech,234,76,1
47,14,tech,432,2,0
47,28,tech,211,66,1
47,10,tech,275,14,0
47,17,sports,127,73,1
47,38,sports,93,70,1
47,26,tech,11,93,1
47,37,sports,409,94,1
47,39,fashion,90,41,0
47,11,sports,244,65,1
47,44,sports,483,85,1
47,48,sports,232,25,0
47,22,tech,303,28,0
47,20,fashion,116,18,0
47,35,sports,438,73,1
47,37,fashion,39,60,1
47,43,fashion,297,67,1
47,2,sports,50,63,1
47,22,sports,57,32,0
47,35,tech,417,39,0
48,33,tech,16,68,1
48,36,tech,202,47,0
48,19,sports,166,74,1
48,17,sports,436,95,1
48,26,fashion,404,49,0
48,48,fashion,73,69,1
48,7,fashion,185,56,1
48,11,fashion,330,31,0
48,3,tech,374,50,0
48,4,fashion,385,88,1
48,2,sports,54,4,0
48,25,sports,439,64,1
48,26,fashion,60,50,0
48,5,sports,134,15,0
48,29,fashion,494,37,0
48,41,tech,44,87,1
48,5,fashion,210,29,0
48,12,sports,440,17,0
48,44,fashion,77,69,1
48,36,tech,314,13,0
49,33,tech,351,53,1
49,22,sports,396,42,0
49,33,tech,60,85,1
49,45,sports,30,44,0
49,10,sports,333,1,0
49,27,sports,289,99,1
49,12,sports,363,11,0
49,35,sports,282,99,1
49,17,fashion,258,24,0
49,18,tech,496,85,1
49,7,tech,154,36,0
49,18,sports,73,91,1
49,33,sports,319,45,0
49,46,fashion,158,11,0
49,38,tech,474,56,1
49,19,tech,55,12,0
49,5,tech,380,19,0
49,25,fashion,192,75,1
49,32,fashion,225,23,0
49,14,sports,212,64,1
50,49,tech,188,53,1
50,13,sports,91,92,1
50,46,sports,248,4,0
50,6,tech,172,48,0
50,8,tech,346,81,1
50,48,tech,361,72,1
50,18,sports,303,67,1
50,4,tech,440,61,1
50,30,sports,217,96,1
50,21,tech,223,43,0
50,2,fashion,403,42,0
50,20,fashion,178,24,0
50,34,fashion,66,94,1
50,46,sports,28,8,0
50,25,tech,497,71,1
50,29,sports,76,65,1
50,35,tech,46,1,0
50,14,tech,150,8,0
50,4,tech,136,1,0
50,35,sports,203,63,1
51,39,sports,274,34,0
51,45,fashion,393,4,0
51,29,sports,367,75,1
51,34,sports,407,60,1
51,12,tech,489,34,0
51,44,tech,92,16,0
51,1,tech,384,34,0
51,41,fashion,197,66,1
51,1,fashion,22,56,1
51,46,sports,299,39,0
51,2,sports,471,55,1
51,26,fashion,230,53,1
51,38,tech,410,30,0
51,12,tech,412,53,1
51,18,tech,290,86,1
51,30,tech,192,23,0
51,31,fashion,83,10,0
51,35,fashion,61,20,0
51,31,fashion,23,50,0
51,27,fashion,62,24,0
52,14,fashion,39,63,1
52,3,tech,68,87,1
52,7,fashion,21,31,0
52,13,fashion,347,98,1
52,10,tech,213,49,0
52,14,tech,488,93,1
